34,103,1,33,6,\N,11,3,"21 Grams",\N,7.6,124
35,73,1,\N,6,\N,11,3,"21 Jump Street",\N,7.2,60
36,112,2,\N,1,23,12,2,"21 Jump Street",201585328,7.3,109
37,114,1,\N,1,23,11,3,"22 Jump Street",331333876,7,112
38,113,2,\N,1,\N,12,1,"24",\N,8.3,44
39,102,\N,1000,8,\N,\N,\N,"25th Hour",\N,7.6,135
40,108,1,\N,5,\N,10,1,"27 Dresses",\N,6.1,111
41,102,1,\N,8,\N,11,3,"28 Days Later...",\N,7.6,113
42,107,1,\N,14,\N,11,1,"28 Weeks Later",\N,6.9,100
43,119,1,\N,1,\N,11,4,"3 from Hell",\N,5.5,115
44,109,1,858,5,\N,10,1,"3 Idiots",\N,8.4,170
45,107,1,461,1,\N,11,1,"3:10 to Yuma",\N,7.7,122
46,100,2,\N,1,\N,14,1,"3%",\N,7.4,49
47,107,1,\N,1,\N,11,2,"30 Days of Night",\N,6.6,113
48,84,2,\N,5,\N,12,1,"30 Rock",\N,8.2,22
49,106,1,1146,1,\N,11,3,"300",\N,7.6,117
50,107,\N,\N,1,34,11,\N,"300",456068181,\N,117
51,114,1,\N,1,34,11,4,"300: Rise of an Empire",337580051,6.2,102
52,116,1,\N,14,\N,\N,\N,"31",\N,5.1,102
53,120,2,\N,5,\N,15,1,"3rd Rock from the Sun",\N,7.7,60
54,107,1,\N,1,\N,9,1,"4: Rise of the Silver Surfer",\N,5.6,92
55,102,1,\N,5,\N,11,4,"40 Days and 40 Nights",\N,5.6,96
56,113,1,\N,4,34,10,2,"42",97470701,7.5,128
57,116,2,\N,8,\N,\N,\N,"4400",\N,\N,\N
58,117,1,\N,2,\N,10,2,"47 Meters Down",\N,5.7,89
59,113,1,\N,1,\N,10,2,"47 Ronin",\N,6.3,128
60,82,1,1107,1,\N,\N,\N,"48 Hrs.",106285522,\N,92
61,104,1,\N,5,23,10,1,"50 First Dates",198520934,6.8,99
62,111,\N,575,5,\N,\N,\N,"50/50",\N,7.6,100
63,119,1,\N,1,\N,11,3,"6 Underground",\N,6.1,128
64,120,2,\N,5,\N,14,3,"68 Whiskey",\N,5.7,\N
65,119,2,\N,5,\N,13,1,"7th Heaven",\N,5.3,60
66,63,1,297,8,\N,\N,\N,"8 1/2",485004754,\N,138
67,102,1,\N,8,31,11,3,"8 Mile",242875078,7.1,110
68,105,2,\N,5,\N,15,1,"8 Simple Rules... for Dating My Teenage Daughter",\N,7,30
69,63,\N,297,8,\N,\N,\N,"8½",\N,8,138
70,87,2,\N,3,\N,12,1,"86",\N,8,24
71,99,1,\N,6,\N,11,4,"8MM",\N,6.5,123
72,109,1,\N,3,\N,10,2,"9",\N,7.1,79
73,104,1,\N,8,\N,\N,4,"9 Songs",\N,4.8,71
74,121,2,\N,1,\N,12,1,"9-1-1: Lone Star",\N,6.9,43
75,122,2,\N,1,\N,12,1,"9-1-2001",\N,7.8,43
76,101,2,\N,5,\N,12,3,"90210",\N,6.1,60
77,118,\N,142,8,\N,\N,\N,"96",\N,8.4,158
78,119,1,\N,4,\N,9,2,"A Beautiful Day in the Neighborhood",\N,7.3,109
79,101,1,950,4,31,10,1,"A Beautiful Mind",316791257,8.2,135
80,66,1,300,5,\N,\N,\N,"A Big Hand for the Little Lady",296339528,\N,95
81,60,1,\N,6,\N,\N,1,"À bout de souffle",\N,7.8,90
82,121,1,\N,2,\N,9,\N,"A Boy Called Christmas",\N,\N,106
83,77,1,\N,8,\N,9,2,"A Bridge Too Far",\N,7.4,175
84,93,1,913,6,\N,11,2,"A Bronx Tale",\N,7.8,121
85,98,1,\N,3,33,4,2,"A Bug's Life",363258859,7.2,95
86,119,1,\N,4,\N,10,2,"A Call to Spy",\N,6.6,123
87,92,1,1019,15,\N,\N,\N,"A Certain Sacrifice",250288523,\N,60
88,62,1,527,8,\N,\N,\N,"A Child Is Waiting",497409852,\N,105
89,85,1,880,15,\N,\N,\N,"A Chorus Line, The Movie",306515884,\N,118
90,90,1,741,5,\N,\N,\N,"A Chorus of Disapproval",1450026933,\N,89
91,109,\N,\N,2,33,9,\N,"A Christmas Carol",325286646,\N,96
92,83,\N,109,5,\N,\N,\N,"A Christmas Story",\N,7.9,93
93,104,1,\N,5,\N,9,2,"A Cinderella Story",\N,5.9,95
94,121,1,\N,8,\N,14,1,"A Classic Horror Story",\N,5.7,95
95,71,1,1006,20,\N,2,4,"A Clockwork Orange",272742922,8.3,137
96,67,1,980,1,\N,\N,\N,"A Coeur Joie, (Head Over Heels)",672806432,\N,100
97,88,1,323,8,\N,\N,\N,"A Cry in the Dark",473093228,\N,122
98,116,1,\N,8,\N,11,4,"A Cure for Wellness",\N,6.4,146
99,92,1,620,8,\N,\N,\N,"A Day in October",297372261,\N,96
100,99,2,\N,5,\N,15,\N,"A Different World",\N,6.9,60
101,104,2,\N,8,\N,14,1,"A Discovery of Witches",\N,8,60
102,89,1,289,8,\N,\N,\N,"A Dry White Season",631607053,\N,97
103,92,1,905,8,3,11,2,"A Few Good Men",243240178,7.7,138
104,66,1,430,5,\N,\N,\N,"A Fine Madness",278019771,\N,104
105,88,1,155,5,\N,11,3,"A Fish Called Wanda",354825435,7.5,108
106,64,1,983,25,\N,\N,\N,"A Fistful of Dollars",229930771,\N,102
107,117,1,\N,8,\N,11,1,"A Ghost Story",\N,6.9,92
108,113,1,\N,1,\N,11,2,"A Good Day to Die Hard",\N,5.3,98
109,111,1,\N,5,\N,11,3,"A Good Old Fashioned Orgy",\N,6.1,95
110,106,1,\N,5,\N,10,1,"A Good Year",\N,7,117
111,43,1,1093,8,\N,\N,\N,"A Guy Named Joe",448906865,\N,\N
112,119,1,\N,4,\N,10,2,"A Hidden Life",\N,7.4,174
113,105,1,\N,1,\N,11,4,"A History of Violence",\N,7.4,96
114,116,1,\N,5,\N,11,3,"A Hologram for the King",\N,6.1,98
115,121,1,\N,14,\N,\N,\N,"A House on the Bayou",\N,\N,\N
116,101,1,\N,1,\N,10,1,"A Knight's Tale",\N,6.9,132
117,92,1,\N,5,23,9,1,"A League of Their Own",132440069,7.3,128
118,54,1,429,5,\N,\N,\N,"A Lesson in Love",794881442,\N,96
119,77,1,395,15,\N,\N,\N,"A Little Night Music",880681519,\N,110
120,66,1,176,8,\N,\N,\N,"A Man & a Woman",1005973645,\N,103
121,86,1,176,8,\N,\N,\N,"A Man & a Woman: Twenty Years Later",1056057720,\N,112
122,66,1,325,8,\N,\N,\N,"A Man for All Seasons",220889446,7.7,120
123,90,1,\N,8,\N,\N,\N,"A Married Man",321669741,\N,\N
124,76,1,1099,8,\N,\N,\N,"A Matter of Time",105011053,\N,97
125,121,1,\N,6,\N,\N,\N,"A Menina que Matou os Pais",\N,6.1,80
126,118,1,\N,8,\N,11,4,"A Million Little Pieces",\N,6.2,113
127,121,2,\N,5,\N,12,1,"A Million Little Things",\N,7.9,43
128,114,1,\N,5,\N,11,3,"A Million Ways to Die in the West",\N,6.1,116
129,116,1,\N,2,\N,10,2,"A Monster Calls",\N,7.5,108
130,88,1,803,8,\N,\N,\N,"A Month in the Country",170812526,\N,92
131,114,1,\N,1,\N,11,2,"A Most Violent Year",\N,7,125
132,114,1,\N,6,\N,11,2,"A Most Wanted Man",\N,6.8,122
133,121,1,\N,8,\N,11,\N,"A Mouthful of Air",\N,\N,\N
134,71,1,274,5,\N,\N,\N,"A New Leaf",678226133,\N,102
135,88,1,18,5,\N,\N,\N,"A New Life",966554929,\N,104
136,35,\N,971,5,\N,\N,\N,"A Night at the Opera",\N,7.8,96
137,84,1,\N,6,\N,11,1,"A Nightmare on Elm Street",\N,7.5,91
138,110,1,\N,14,\N,11,1,"A Nightmare on Elm Street",\N,5.2,95
139,87,1,\N,10,\N,11,3,"A Nightmare on Elm Street 3: Dream Warriors",\N,6.6,96
140,88,1,\N,14,\N,11,3,"A Nightmare on Elm Street 4: The Dream Master",\N,5.7,93
141,85,1,\N,14,\N,11,1,"A Nightmare on Elm Street Part 2: Freddy's Revenge",\N,5.5,87
142,89,1,\N,10,\N,11,1,"A Nightmare on Elm Street: The Dream Child",\N,5.1,89
143,31,1,874,8,\N,\N,\N,"A Nous la Liberte",530438278,\N,87
144,65,1,387,8,\N,\N,\N,"A Patch of Blue",431971116,\N,106
145,109,1,\N,8,\N,11,3,"A Perfect Getaway",\N,6.5,98
146,110,2,\N,8,\N,\N,1,"A Place to Call Home",\N,8.3,60
147,82,1,598,8,\N,\N,\N,"A Question of Honor",363204635,\N,150
148,118,1,\N,8,17,10,2,"A Quiet Place",340952971,7.5,90
149,120,1,\N,8,17,10,2,"A Quiet Place Part II",297372261,7.3,97
150,119,1,\N,5,\N,10,1,"A Rainy Day in New York",\N,6.5,92
151,92,1,\N,8,\N,9,1,"A River Runs Through It",\N,7.2,123
152,85,1,\N,8,\N,\N,3,"A Room with a View",\N,7.3,117
153,96,2,\N,2,\N,15,2,"A Series of Unfortunate Events",\N,6.8,108
154,104,1,\N,2,17,9,2,"A Series of Unfortunate Events",211468235,7.8,50
155,64,1,106,5,\N,\N,\N,"A Shot in the Dark",347325802,\N,101
156,90,1,131,8,\N,\N,\N,"A Show of Force",183936074,\N,93
157,118,1,\N,5,\N,11,3,"A Simple Favor",\N,6.8,117
158,86,1,409,15,\N,\N,\N,"A Smoky Mountain Christmas",159808370,\N,94
159,77,1,288,8,\N,\N,\N,"A Special Day",170270201,\N,105
160,76,1,\N,8,\N,11,1,"A Star Is Born",\N,6.1,139
161,118,1,119,8,34,11,3,"A Star Is Born",436188866,7.6,136
162,46,1,190,8,\N,\N,\N,"A Stolen Life",253625427,\N,110
163,51,1,275,8,\N,\N,\N,"A Streetcar Named Desire",206071502,7.9,122
164,90,2,\N,3,\N,17,2,"A Tale Dark & Grimm",\N,7.4,26
165,96,1,\N,6,34,11,1,"A Time to Kill",152266007,7.5,149
166,73,1,717,5,\N,\N,\N,"A Touch of Class",147934180,\N,103
167,121,2,\N,6,\N,14,4,"A Touch of Frost",\N,7.8,105
168,62,1,660,8,\N,\N,\N,"A Very Private Affair",942172396,\N,134
169,90,1,\N,1,\N,\N,\N,"A View to a Kill",386600138,\N,131
170,85,1,\N,1,\N,9,1,"A View to a Kill",\N,6.3,131
171,114,1,\N,1,\N,11,3,"A Walk Among the Tombstones",\N,6.5,114
172,69,1,387,8,\N,\N,\N,"A Walk in the Spring Rain",460435291,\N,98
173,102,1,\N,8,\N,9,1,"A Walk to Remember",\N,7.3,101
174,108,\N,771,1,\N,\N,\N,"A Wednesday",\N,8,104
175,114,1,\N,8,\N,15,1,"A Wife's Nightmare",\N,5.9,85
176,82,1,22,8,\N,\N,\N,"A Woman Called Golda",493311825,\N,195
177,38,1,385,8,\N,\N,\N,"A Woman's Face",657926987,\N,104
178,118,\N,\N,2,33,\N,\N,"A Wrinkle in Time",132675864,\N,109
179,84,1,632,8,\N,\N,\N,"A Year of the Quiet Sun",174804407,\N,106
180,101,1,\N,8,\N,10,1,"A.I. Artificial Intelligence",\N,7.2,146
181,97,2,\N,5,\N,12,1,"A.P. Bio",\N,7.4,21
182,119,1,\N,3,\N,9,2,"Abominable",\N,7,97
183,102,1,\N,5,\N,10,1,"About a Boy",\N,7.1,101
184,86,1,273,8,\N,\N,\N,"About Last Night",299268508,\N,113
185,113,1,886,5,\N,11,1,"About Time",\N,7.8,123
186,119,1,\N,1,\N,11,1,"Above Suspicion",\N,5.6,104
187,112,1,\N,1,\N,11,1,"Abraham Lincoln: Vampire Hunter",\N,5.9,105
188,97,\N,32,8,\N,\N,\N,"Abre los ojos",\N,7.7,119
189,81,1,1034,8,\N,\N,\N,"Absence of Malice",521170825,\N,116
190,104,1,\N,8,\N,11,3,"Absentia",\N,7.3,60
191,111,2,\N,6,\N,14,2,"Absentia",\N,5.8,87
192,121,2,\N,5,\N,12,1,"Acapulco",\N,6.3,\N
193,106,1,\N,5,\N,10,1,"Accepted",\N,6.4,93
194,111,2,\N,5,\N,15,1,"According to Jim",\N,6.4,30
195,51,\N,105,8,\N,\N,\N,"Ace in the Hole",\N,8.1,111
196,94,1,\N,5,\N,10,3,"Ace Ventura: Pet Detective",\N,6.9,86
197,95,\N,\N,2,34,\N,\N,"Ace Ventura: When Nature Calls",212385533,\N,90
198,111,1,\N,5,\N,\N,3,"Act Naturally",\N,4.8,90
199,90,1,\N,17,\N,\N,\N,"Act of Piracy",468060692,\N,101
200,119,1,\N,2,\N,10,2,"Ad Astra",\N,6.5,123
201,81,2,\N,3,\N,15,\N,"Ada Twist, Scientist",\N,7.4,12
202,70,1,923,8,\N,\N,\N,"Adam at 6 A.M.",962542945,\N,100
203,121,2,\N,6,\N,15,2,"Adam-12",\N,7.6,30
204,117,1,\N,3,\N,\N,\N,"Adam: The Mirror",\N,6.9,7
205,91,1,\N,5,\N,\N,\N,"Adam's Rib",205668210,\N,101
206,105,\N,55,5,\N,\N,\N,"Adams æbler",\N,7.7,94
207,102,1,999,5,\N,11,3,"Adaptation.",\N,7.7,115
208,98,1,\N,5,\N,9,\N,"Addams Family Reunion",\N,4,91
209,93,1,\N,5,\N,10,1,"Addams Family Values",\N,6.8,94
210,118,1,\N,1,\N,10,1,"Adrift",\N,6.6,96
211,120,2,\N,5,\N,14,4,"Adult Material",\N,6.8,198
212,96,2,\N,3,\N,15,1,"Adventure Time",\N,8.6,11
213,109,1,\N,5,\N,11,1,"Adventureland",\N,6.8,107
214,87,1,\N,2,\N,10,1,"Adventures in Babysitting",\N,6.9,102
215,92,1,120,1,\N,\N,\N,"Adventures in Dinosaur City",177841558,\N,88
216,120,1,\N,4,\N,\N,\N,"Adventures of a Mathematician",\N,5.5,102
217,75,1,345,5,\N,\N,\N,"Adventures of Sherlock Holmes' Smarter",173567581,\N,91
218,52,1,1098,8,\N,\N,\N,"Affair in Trinidad",183097323,\N,98
219,119,1,\N,8,\N,10,3,"After",\N,5.3,105
220,91,1,456,17,\N,\N,\N,"After Dark My Sweet",358994850,\N,114
221,113,1,\N,1,\N,10,2,"After Earth",\N,4.8,100
222,85,1,696,5,\N,11,3,"After Hours",1025468216,7.6,97
223,84,2,\N,5,\N,14,2,"After Life",\N,8.4,30
224,89,1,\N,8,\N,\N,\N,"After School",293514336,\N,89
225,66,1,1102,5,\N,\N,\N,"After the Fox",219922417,\N,103
226,83,1,429,8,\N,\N,\N,"After the Rehearsal",215862692,\N,72
227,90,1,336,8,\N,\N,\N,"After the Shock",159710793,\N,92
228,120,1,\N,8,\N,11,3,"After We Collided",\N,5.2,105
229,121,1,\N,8,\N,11,3,"After We Fell",\N,5,98
230,109,1,\N,8,\N,11,3,"After.Life",\N,5.9,104
231,121,1,\N,5,\N,15,2,"Afterlife of the Party",\N,5.8,109
232,121,1,\N,8,\N,14,1,"Aftermath",\N,5.3,114
233,84,1,\N,1,\N,11,3,"Against All Odds",\N,5.9,128
234,103,2,\N,6,\N,12,1,"Agatha Christie's Marple",\N,7.8,93
235,101,2,\N,5,\N,\N,3,"Agatha Raisin",\N,7.3,60
236,120,2,\N,1,\N,15,1,"Agent Carter",\N,7.9,42
237,121,2,\N,1,\N,15,1,"Agents of S.H.I.E.L.D.",\N,7.5,45
238,72,\N,1111,1,\N,\N,\N,"Aguirre, der Zorn Gottes",\N,7.9,95
239,116,1,802,8,\N,\N,4,"Ah-ga-ssi",\N,8.1,145
240,76,1,\N,8,\N,19,4,"Ai no korîda",\N,6.6,109
241,121,1,\N,8,\N,11,\N,"Aileen Wuornos: American Boogeywoman",\N,4.1,85
242,121,1,\N,3,\N,3,\N,"AINBO: Spirit of the Amazon",\N,4.7,84
243,97,1,\N,1,23,11,2,"Air Force One",315156409,6.5,124
244,116,\N,857,1,\N,\N,\N,"Airlift",\N,7.9,130
245,80,1,503,5,\N,9,3,"Airplane!",\N,7.7,88
246,70,1,360,8,\N,\N,\N,"Airport",504050219,\N,137
247,110,1,491,1,\N,11,1,"Ajeossi",\N,7.8,119
248,119,1,\N,1,\N,\N,2,"Akinjeon",\N,6.9,109
249,88,1,606,3,\N,11,3,"Akira",\N,8,124
250,92,1,949,2,33,4,2,"Aladdin",504050219,6.9,128
251,119,1,\N,3,33,9,2,"Aladdin",1050693953,8,90
252,92,1,1014,8,\N,\N,\N,"Alan & Naomi",1515341399,\N,95
253,85,2,\N,1,\N,12,1,"Alex Rider",\N,7.6,45
254,104,1,\N,1,\N,11,3,"Alexander",\N,5.6,175
255,117,2,\N,5,\N,13,2,"ALF",\N,7.4,30
256,72,2,\N,5,\N,12,2,"Alfred Hitchcock Presents",\N,8.5,25
257,93,1,\N,17,\N,\N,\N,"Alfred Hitchcock Presents, Sorcerer's Apprentice",278019771,\N,30
258,121,2,\N,8,\N,\N,\N,"Algoissjiman",\N,7.3,70
259,122,2,\N,1,\N,12,1,"Alias",\N,7.6,42
260,90,1,1134,5,\N,\N,\N,"Alice",327281779,\N,106
261,75,1,\N,5,\N,\N,\N,"Alice Doesn't Live Here Anymore",880681519,\N,112
262,121,2,\N,1,\N,14,3,"Alice in Borderland",\N,7.7,50
263,110,1,\N,2,33,9,2,"Alice in Wonderland",1025468216,6.4,108
264,116,1,\N,2,\N,9,2,"Alice Through the Looking Glass",\N,6.2,113
265,79,1,903,20,28,11,1,"Alien",466625730,8.4,117
266,92,1,221,20,\N,\N,\N,"Alien Three",400063852,\N,115
267,117,1,\N,14,\N,11,1,"Alien: Covenant",\N,6.4,122
268,97,1,486,20,\N,11,1,"Alien: Resurrection",349546142,6.2,109
269,92,1,\N,1,\N,11,1,"Alien³",\N,6.5,114
270,86,1,454,20,28,11,2,"Aliens",794881442,8.3,137
271,119,1,\N,1,28,10,2,"Alita: Battle Angel",404980543,7.3,122
272,50,1,585,8,\N,1,2,"All About Eve",167780960,8.2,138
273,100,2,\N,8,\N,12,1,"All American",\N,7.6,45
274,88,2,\N,5,\N,15,2,"All Creatures Great & Small",\N,8.4,50
275,71,2,\N,5,\N,15,\N,"All Creatures Great and Small",\N,8.4,\N
276,110,1,\N,6,\N,11,3,"All Good Things",\N,6.3,101
277,119,2,\N,5,\N,15,1,"All in the Family",\N,8.3,30
278,42,2,\N,8,\N,15,4,"All My Children",\N,6.6,60
279,90,1,416,14,\N,\N,\N,"All New Tales from the Crypt, A Trilogy",552639571,\N,87
280,121,2,\N,7,\N,\N,\N,"All or Nothing: Toronto Maple Leafs",\N,7.7,\N
281,30,\N,654,8,\N,\N,\N,"All Quiet on the Western Front",\N,8.1,152
282,96,2,\N,8,\N,15,4,"All Rise",\N,6.7,44
283,79,\N,111,8,\N,\N,\N,"All That Jazz",\N,7.8,123
284,120,1,\N,8,\N,14,1,"All the Bright Places",\N,6.5,107
285,117,1,\N,4,\N,11,1,"All the Money in the World",\N,6.8,132
286,76,1,23,8,\N,9,2,"All the President's Men",148336445,8,139
287,76,\N,23,8,\N,\N,\N,"All the Presidents Men",\N,7.9,138
288,80,2,\N,8,\N,\N,\N,"All the Queen's Men",\N,5.3,\N
289,83,1,725,8,\N,\N,\N,"All the Right Moves",587235983,\N,91
290,115,1,\N,5,\N,\N,\N,"All-Star Weekend",\N,\N,\N
291,39,1,1117,8,\N,\N,\N,"Allegheny Uprising",328718434,\N,80
292,116,1,\N,1,\N,10,1,"Allegiant",\N,5.7,120
293,116,1,\N,1,\N,11,3,"Allied",\N,7.1,124
294,121,2,\N,5,\N,\N,\N,"Allo 'Allo!",\N,8.3,45
295,93,2,\N,5,\N,15,3,"Ally McBeal",\N,6.8,45
296,92,2,\N,5,\N,\N,\N,"Alma's Not Normal",\N,8,28
297,90,1,528,5,\N,\N,\N,"Almost an Angel",306941670,\N,98
298,100,1,144,2,\N,11,3,"Almost Famous",\N,7.9,122
299,120,1,\N,8,\N,11,2,"Alone",\N,6.2,98
300,122,2,\N,7,\N,12,2,"Alone",\N,8.4,44
301,82,1,443,14,\N,11,3,"Alone in the Dark",363889678,6.1,92
302,101,1,\N,8,\N,11,1,"Along Came a Spider",\N,6.4,104
303,104,1,\N,5,31,10,1,"Along Came Polly",178311729,6,90
304,118,1,\N,1,\N,10,2,"Alpha",\N,6.7,96
305,86,1,230,8,\N,\N,\N,"Alrededor de Medianoche",128108211,\N,132
306,119,2,\N,18,\N,15,\N,"Alter Ego",\N,3.3,\N
307,114,2,\N,1,\N,14,4,"Altered Carbon",\N,8,60
308,90,1,613,20,\N,\N,\N,"Altered States",240031274,\N,103
309,107,1,\N,3,28,9,1,"Alvin and the Chipmunks",365352546,5.2,92
310,111,\N,\N,2,28,4,\N,"Alvin and the Chipmunks: Chipwrecked",342695435,\N,87
311,115,1,\N,3,28,9,1,"Alvin and the Chipmunks: The Road Chip",234798636,5,92
312,109,\N,\N,2,28,9,\N,"Alvin and the Chipmunks: The Squeakquel",443140005,\N,88
313,119,1,\N,5,\N,10,1,"Always Be My Maybe",\N,6.8,101
314,84,1,759,8,\N,9,3,"Amadeus",556906378,8.3,159
315,74,1,297,5,\N,\N,\N,"Amarcord",\N,7.9,123
316,73,\N,297,8,\N,\N,\N,"Amarcord",209035668,\N,124
317,90,1,750,1,\N,\N,\N,"Amazon",383257136,\N,88
318,31,1,970,5,\N,\N,\N,"Ambassador Bill",603900354,\N,68
319,122,1,\N,1,\N,\N,\N,"Ambulance",\N,\N,\N
320,121,1,\N,3,\N,14,3,"America: The Motion Picture",\N,5.6,98
321,91,1,630,15,\N,\N,\N,"America's Music, Blues",612054506,\N,60
322,92,1,630,15,\N,\N,\N,"America's Music, Gospel",347512318,\N,60
323,101,\N,\N,5,19,10,\N,"America's Sweethearts",138307673,\N,102
324,86,1,29,8,\N,\N,\N,"American Anthem",216485654,\N,100
325,117,1,\N,1,\N,11,1,"American Assassin",\N,6.2,111
326,89,1,56,8,\N,\N,\N,"American Autobahn",255743093,\N,90
327,99,1,966,8,6,11,4,"American Beauty",356296601,8.3,122
328,121,2,\N,4,\N,14,3,"American Crime Story",\N,8.4,42
329,122,2,\N,3,\N,12,3,"American Dad!",\N,7.3,22
330,92,1,\N,17,\N,\N,\N,"American Film Institute, Alfred Hitchcock",181489203,\N,72
331,107,1,903,4,31,11,4,"American Gangster",269755430,7.8,157
332,121,1,\N,8,\N,\N,\N,"American Gangster Presents: Big 50 - The Delrhonda Hood Story",\N,4,95
333,103,2,\N,8,\N,14,4,"American Gods",\N,7.7,60
334,73,1,354,5,\N,9,1,"American Graffiti",307127625,7.4,111
335,98,1,1080,8,\N,11,4,"American History X",\N,8.5,119
336,116,1,\N,2,\N,11,3,"American Honey",\N,7,163
337,121,2,\N,8,\N,14,3,"American Horror Stories",\N,6.1,45
338,121,2,\N,8,\N,14,4,"American Horror Story",\N,8,60
339,119,2,\N,5,\N,15,2,"American Housewife",\N,7.4,30
340,113,1,\N,6,23,11,3,"American Hustle",251171807,7.2,138
341,121,1,\N,8,\N,11,\N,"American Insurrection",\N,2,115
342,117,1,\N,1,\N,11,3,"American Made",\N,7.2,115
343,112,1,\N,8,\N,11,4,"American Mary",\N,6.3,103
344,121,1,\N,1,\N,11,3,"American Night",\N,5.2,123
345,99,1,\N,5,31,11,4,"American Pie",235483004,7,95
346,101,1,\N,5,31,11,4,"American Pie 2",287553595,6.4,108
347,100,1,699,6,\N,11,4,"American Psycho",\N,7.6,102
348,112,1,\N,5,\N,11,4,"American Reunion",\N,6.7,113
349,121,2,\N,6,\N,14,4,"American Rust",\N,7,\N
350,114,1,\N,1,34,11,1,"American Sniper",547426372,7.3,133
351,121,1,\N,8,\N,11,1,"American Traitor: The Trial of Axis Sally",\N,5.6,109
352,121,1,\N,8,\N,\N,\N,"American Underdog",\N,\N,\N
353,103,\N,\N,5,31,11,\N,"American Wedding",232722935,\N,96
354,120,1,\N,4,\N,11,4,"Ammonite",\N,6.5,120
355,100,1,33,8,\N,11,3,"Amores perros",\N,8.1,154
356,112,\N,731,8,\N,\N,\N,"Amour",\N,7.9,127
357,113,2,\N,3,\N,17,2,"Amphibia",\N,8.1,23
358,81,1,\N,5,\N,11,3,"An American Werewolf in London",\N,7.5,97
359,97,1,\N,5,\N,11,3,"An American Werewolf in Paris",\N,5.1,105
360,82,1,249,5,\N,\N,\N,"An Evening with Robin Williams",245724603,\N,92
361,82,1,1044,8,\N,\N,\N,"An Officer & a Gentleman",271457301,\N,125
362,82,1,\N,8,\N,11,3,"An Officer and a Gentleman",\N,7,124
363,105,1,\N,8,\N,10,1,"An Unfinished Life",\N,7,108
364,97,1,\N,1,\N,10,1,"Anaconda",\N,4.8,89
365,99,\N,\N,5,34,11,\N,"Analyze This",176885658,\N,103
366,71,\N,422,8,\N,\N,\N,"Anand",\N,8.1,122
367,56,1,54,8,\N,\N,\N,"Anastasia",441306145,\N,106
368,97,1,\N,3,\N,4,2,"Anastasia",\N,7.2,94
369,100,1,\N,14,\N,11,3,"Anatomie",\N,6,103
370,59,1,799,8,\N,\N,2,"Anatomy of a Murder",\N,8,161
371,113,1,\N,5,17,10,3,"Anchorman 2: The Legend Continues",173649931,6.3,119
372,104,1,\N,5,6,10,3,"Anchorman: The Legend of Ron Burgundy",90709367,7.2,94
373,98,2,\N,7,\N,15,2,"Ancient Aliens",\N,7.2,42
374,57,1,945,8,\N,\N,\N,"And God Created Woman",896678241,\N,90
375,71,1,427,5,\N,\N,\N,"And Now for Something Completely Different",333011068,\N,88
376,94,\N,859,1,\N,\N,\N,"Andaz Apna Apna",\N,8,160
377,118,1,1001,6,\N,\N,1,"Andhadhun",\N,8.2,139
378,66,\N,58,4,\N,\N,\N,"Andrei Rublev",\N,8,205
